Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_sample_2995,50.0,19.58,19.96,89.54,
vae_wgan_sample_2996,50.0,4.45,19.96,74.41,
vae_wgan_sample_2997,50.0,5.35,19.96,75.31,
vae_wgan_sample_2998,50.0,19.66,19.96,89.62,
vae_wgan_sample_2999,50.0,5.1,19.96,75.06,
vae_wgan_sample_299,50.0,3.61,19.92,73.53,
vae_wgan_sample_29,50.0,19.66,19.92,89.58,
vae_wgan_sample_2,50.0,19.41,20,89.41,
vae_wgan_sample_3000,50.0,4.51,19.92,74.43,
vae_wgan_sample_3001,50.0,19.62,19.96,89.58,
vae_wgan_sample_3002,50.0,19.69,19.96,89.65,
vae_wgan_sample_3003,50.0,20.28,19.96,90.24,
vae_wgan_sample_3004,50.0,5.77,19.96,75.73,
vae_wgan_sample_3005,50.0,20.25,19.96,90.21,
vae_wgan_sample_3006,50.0,19.36,19.92,89.28,
vae_wgan_sample_3007,50.0,20.5,19.96,90.46,
vae_wgan_sample_3008,50.0,19.84,19.92,89.76,
vae_wgan_sample_3009,50.0,4.71,19.96,74.67,
vae_wgan_sample_300,50.0,4.31,19.96,74.27,
vae_wgan_sample_3010,50.0,20.36,19.96,90.32,
vae_wgan_sample_3011,50.0,20.09,19.92,90.01,
vae_wgan_sample_3012,50.0,5.31,19.96,75.27,
vae_wgan_sample_3013,50.0,5.9,19.96,75.86,
vae_wgan_sample_3014,50.0,5.18,19.96,75.14,
vae_wgan_sample_3015,50.0,4.48,19.96,74.44,
vae_wgan_sample_3016,50.0,5.15,19.92,75.07,
vae_wgan_sample_3017,50.0,4.67,19.96,74.63,
vae_wgan_sample_3018,50.0,4.98,19.96,74.94,
vae_wgan_sample_3019,50.0,20.04,19.96,90.0,
vae_wgan_sample_301,50.0,19.81,19.96,89.77,
vae_wgan_sample_3020,50.0,19.92,19.96,89.88,
vae_wgan_sample_3021,50.0,20.35,19.96,90.31,
vae_wgan_sample_3022,50.0,19.55,19.96,89.51,
vae_wgan_sample_3023,50.0,18.83,19.92,88.75,
vae_wgan_sample_3024,50.0,5.22,19.92,75.14,
vae_wgan_sample_3025,50.0,5.59,19.96,75.55,
vae_wgan_sample_3026,50.0,5.79,19.96,75.75,
vae_wgan_sample_3027,50.0,20.11,19.92,90.03,
vae_wgan_sample_3028,50.0,4.87,19.96,74.83,
vae_wgan_sample_3029,50.0,5.7,19.92,75.62,
vae_wgan_sample_302,50.0,19.22,19.92,89.14,
vae_wgan_sample_3030,50.0,18.87,19.88,88.75,
vae_wgan_sample_3031,50.0,5.18,19.96,75.14,
vae_wgan_sample_3032,50.0,5.76,19.96,75.72,
vae_wgan_sample_3033,50.0,5.56,19.96,75.52,
vae_wgan_sample_3034,50.0,4.27,19.92,74.19,
vae_wgan_sample_3035,50.0,20.39,19.92,90.31,
vae_wgan_sample_3036,50.0,20.88,19.96,90.84,
vae_wgan_sample_3037,50.0,3.64,19.92,73.56,
vae_wgan_sample_3038,50.0,20.34,19.96,90.3,
vae_wgan_sample_3039,50.0,5.53,19.96,75.49,
vae_wgan_sample_303,50.0,4.5,19.96,74.46,
vae_wgan_sample_3040,50.0,6.42,19.92,76.34,
vae_wgan_sample_3041,50.0,19.89,19.96,89.85,
vae_wgan_sample_3042,50.0,5.45,19.96,75.41,
vae_wgan_sample_3043,50.0,20.06,19.96,90.02,
vae_wgan_sample_3044,50.0,19.11,19.96,89.07,
vae_wgan_sample_3045,50.0,6.17,19.96,76.13,
vae_wgan_sample_3046,50.0,3.78,19.92,73.7,
vae_wgan_sample_3047,50.0,19.9,19.96,89.86,
vae_wgan_sample_3048,50.0,19.78,19.96,89.74,
vae_wgan_sample_3049,50.0,4.92,19.92,74.84,
vae_wgan_sample_304,50.0,4.75,19.8,74.55,
vae_wgan_sample_3050,50.0,5.59,19.96,75.55,
vae_wgan_sample_3051,50.0,19.72,19.96,89.68,
vae_wgan_sample_3052,50.0,5.83,19.92,75.75,
vae_wgan_sample_3053,50.0,19.7,19.96,89.66,
vae_wgan_sample_3054,50.0,5.42,20,75.42,
vae_wgan_sample_3055,50.0,5.11,19.96,75.07,
vae_wgan_sample_3056,50.0,5.04,19.96,75.0,
vae_wgan_sample_3057,50.0,4.6,19.96,74.56,
vae_wgan_sample_3058,50.0,4.95,19.96,74.91,
vae_wgan_sample_3059,50.0,4.78,19.96,74.74,
vae_wgan_sample_305,50.0,5.88,19.96,75.84,
vae_wgan_sample_3060,50.0,4.64,19.96,74.6,
vae_wgan_sample_3061,50.0,4.86,19.96,74.82,
vae_wgan_sample_3062,50.0,19.44,19.96,89.4,
vae_wgan_sample_3063,50.0,3.74,19.96,73.7,
vae_wgan_sample_3064,50.0,20.1,19.96,90.06,
vae_wgan_sample_3065,50.0,4.36,19.92,74.28,
vae_wgan_sample_3066,50.0,5.96,19.92,75.88,
vae_wgan_sample_3067,50.0,19.95,19.92,89.87,
vae_wgan_sample_3068,50.0,4.73,19.96,74.69,
vae_wgan_sample_3069,50.0,5.83,19.92,75.75,
vae_wgan_sample_306,50.0,4.67,19.92,74.59,
vae_wgan_sample_3070,50.0,19.33,19.96,89.29,
vae_wgan_sample_3071,20.0,4.47,19.92,44.39,
vae_wgan_sample_3072,50.0,21.03,19.96,90.99,
vae_wgan_sample_3073,50.0,20.51,19.96,90.47,
vae_wgan_sample_3074,50.0,4.92,19.92,74.84,
vae_wgan_sample_3075,50.0,5.3,19.96,75.26,
vae_wgan_sample_3076,50.0,18.3,19.96,88.26,
vae_wgan_sample_3077,50.0,5.4,19.96,75.36,
vae_wgan_sample_3078,50.0,19.96,19.96,89.92,
vae_wgan_sample_3079,50.0,5.13,19.96,75.09,
vae_wgan_sample_307,50.0,20.1,19.72,89.82,
vae_wgan_sample_3080,50.0,20.06,19.96,90.02,
vae_wgan_sample_3081,50.0,3.22,19.92,73.14,
vae_wgan_sample_3082,50.0,5.63,19.96,75.59,
vae_wgan_sample_3083,50.0,4.51,19.96,74.47,
vae_wgan_sample_3084,50.0,19.68,19.96,89.64,
vae_wgan_sample_3085,50.0,5.06,19.96,75.02,
vae_wgan_sample_3086,50.0,4.94,19.92,74.86,
vae_wgan_sample_3087,50.0,20.23,19.96,90.19,
vae_wgan_sample_3088,50.0,4.81,19.92,74.73,
vae_wgan_sample_3089,50.0,20.62,19.96,90.58,
vae_wgan_sample_308,50.0,20.45,19.96,90.41,
vae_wgan_sample_3090,50.0,20.08,19.96,90.04,
vae_wgan_sample_3091,50.0,5.41,19.96,75.37,
vae_wgan_sample_3092,50.0,20.12,19.96,90.08,
vae_wgan_sample_3093,50.0,19.12,19.96,89.08,
vae_wgan_sample_3094,50.0,5.47,19.96,75.43,
vae_wgan_sample_3095,50.0,20.15,19.96,90.11,
vae_wgan_sample_3096,50.0,5.39,19.92,75.31,
vae_wgan_sample_3097,50.0,19.16,19.92,89.08,
vae_wgan_sample_3098,50.0,20.32,19.96,90.28,
vae_wgan_sample_3099,50.0,4.24,19.96,74.2,
vae_wgan_sample_309,50.0,19.88,19.96,89.84,
vae_wgan_sample_30,50.0,5.04,19.96,75.0,
vae_wgan_sample_3100,50.0,5.3,19.96,75.26,
vae_wgan_sample_3101,50.0,19.99,19.96,89.95,
vae_wgan_sample_3102,50.0,4.91,19.96,74.87,
vae_wgan_sample_3103,50.0,19.71,19.96,89.67,
vae_wgan_sample_3104,50.0,19.89,19.96,89.85,
vae_wgan_sample_3105,50.0,4.7,19.96,74.66,
vae_wgan_sample_3106,50.0,5.84,19.96,75.8,
vae_wgan_sample_3107,50.0,5.11,19.96,75.07,
vae_wgan_sample_3108,50.0,20.28,19.96,90.24,
vae_wgan_sample_3109,50.0,20.08,19.96,90.04,
vae_wgan_sample_310,50.0,20.17,19.96,90.13,
vae_wgan_sample_3110,50.0,4.82,19.96,74.78,
vae_wgan_sample_3111,50.0,6.31,19.96,76.27,
vae_wgan_sample_3112,50.0,20.02,19.96,89.98,
vae_wgan_sample_3113,50.0,20.07,19.96,90.03,
vae_wgan_sample_3114,50.0,21.01,19.96,90.97,
vae_wgan_sample_3115,50.0,6.01,19.96,75.97,
vae_wgan_sample_3116,50.0,19.8,19.96,89.76,
vae_wgan_sample_3117,44.8,4.76,19.96,69.52,
vae_wgan_sample_3118,50.0,5.44,19.96,75.4,
vae_wgan_sample_3119,50.0,4.45,19.96,74.41,
vae_wgan_sample_311,50.0,19.72,19.96,89.68,
vae_wgan_sample_3120,50.0,5.28,19.96,75.24,
vae_wgan_sample_3121,50.0,18.58,19.92,88.5,
vae_wgan_sample_3122,50.0,20.1,19.96,90.06,
vae_wgan_sample_3123,50.0,19.67,19.96,89.63,
vae_wgan_sample_3124,50.0,3.73,19.92,73.65,
vae_wgan_sample_3125,50.0,19.88,19.92,89.8,
vae_wgan_sample_3126,50.0,4.21,19.92,74.13,
vae_wgan_sample_3127,50.0,6.67,19.96,76.63,
vae_wgan_sample_3128,50.0,20.15,19.96,90.11,
vae_wgan_sample_3129,50.0,4.16,19.92,74.08,
vae_wgan_sample_312,50.0,5.96,19.96,75.92,
vae_wgan_sample_3130,50.0,20.09,19.96,90.05,
vae_wgan_sample_3131,50.0,5.06,19.96,75.02,
vae_wgan_sample_3132,50.0,19.99,19.96,89.95,
vae_wgan_sample_3133,50.0,4.32,19.96,74.28,
vae_wgan_sample_3134,50.0,20.67,19.92,90.59,
vae_wgan_sample_3135,50.0,19.95,19.96,89.91,
vae_wgan_sample_3136,50.0,5.61,19.6,75.21,
vae_wgan_sample_3137,50.0,19.93,19.96,89.89,
vae_wgan_sample_3138,50.0,4.99,19.96,74.95,
vae_wgan_sample_3139,50.0,19.86,19.96,89.82,
vae_wgan_sample_313,50.0,3.99,19.96,73.95,
vae_wgan_sample_3140,50.0,5.07,19.92,74.99,
vae_wgan_sample_3141,50.0,4.62,19.92,74.54,
vae_wgan_sample_3142,50.0,4.91,19.92,74.83,
vae_wgan_sample_3143,50.0,19.94,19.96,89.9,
vae_wgan_sample_3144,50.0,20.8,19.96,90.76,
vae_wgan_sample_3145,50.0,5.14,19.96,75.1,
vae_wgan_sample_3146,50.0,6.63,19.96,76.59,
vae_wgan_sample_3147,50.0,5.41,19.96,75.37,
vae_wgan_sample_3148,50.0,19.93,19.96,89.89,
vae_wgan_sample_3149,50.0,20.49,19.96,90.45,
vae_wgan_sample_314,50.0,20.04,19.96,90.0,
vae_wgan_sample_3150,50.0,20.68,19.92,90.6,
vae_wgan_sample_3151,50.0,19.47,19.92,89.39,
vae_wgan_sample_3152,50.0,20.45,19.96,90.41,
vae_wgan_sample_3153,50.0,4.98,19.96,74.94,
vae_wgan_sample_3154,50.0,19.76,19.92,89.68,
vae_wgan_sample_3155,50.0,19.81,19.92,89.73,
vae_wgan_sample_3156,50.0,4.14,19.96,74.1,
vae_wgan_sample_3157,50.0,20.32,19.92,90.24,
vae_wgan_sample_3158,50.0,19.51,19.96,89.47,
vae_wgan_sample_3159,50.0,4.73,19.96,74.69,
vae_wgan_sample_315,50.0,5.39,19.96,75.35,
vae_wgan_sample_3160,50.0,20.07,19.96,90.03,
vae_wgan_sample_3161,50.0,5.33,19.96,75.29,
vae_wgan_sample_3162,50.0,19.82,19.96,89.78,
vae_wgan_sample_3163,50.0,20.06,19.96,90.02,
vae_wgan_sample_3164,50.0,4.7,19.96,74.66,
vae_wgan_sample_3165,50.0,4.0,19.92,73.92,
vae_wgan_sample_3166,50.0,4.52,19.92,74.44,
vae_wgan_sample_3167,50.0,20.75,19.96,90.71,
vae_wgan_sample_3168,50.0,19.55,19.92,89.47,
vae_wgan_sample_3169,50.0,19.77,19.96,89.73,
vae_wgan_sample_316,50.0,5.5,19.8,75.3,
vae_wgan_sample_3170,50.0,4.9,19.96,74.86,
vae_wgan_sample_3171,50.0,19.69,19.96,89.65,
vae_wgan_sample_3172,50.0,4.89,19.96,74.85,
vae_wgan_sample_3173,50.0,4.28,19.92,74.2,
vae_wgan_sample_3174,50.0,20.24,19.96,90.2,
vae_wgan_sample_3175,50.0,17.83,19.96,87.79,
vae_wgan_sample_3176,50.0,16.95,19.92,86.87,
vae_wgan_sample_3177,50.0,4.85,19.92,74.77,
vae_wgan_sample_3178,50.0,20.11,19.96,90.07,
vae_wgan_sample_3179,50.0,5.35,19.96,75.31,
vae_wgan_sample_317,50.0,3.74,19.92,73.66,
vae_wgan_sample_3180,50.0,4.91,19.96,74.87,
vae_wgan_sample_3181,50.0,4.81,19.96,74.77,
vae_wgan_sample_3182,50.0,4.79,19.96,74.75,
vae_wgan_sample_3183,50.0,21.2,19.96,91.16,
vae_wgan_sample_3184,50.0,5.58,19.96,75.54,
vae_wgan_sample_3185,40.0,3.81,19.92,63.73,
vae_wgan_sample_3186,50.0,4.6,19.96,74.56,
vae_wgan_sample_3187,50.0,4.78,19.32,74.1,
vae_wgan_sample_3188,50.0,19.74,19.92,89.66,
vae_wgan_sample_3189,50.0,19.73,19.96,89.69,
vae_wgan_sample_318,50.0,4.56,19.88,74.44,
vae_wgan_sample_3190,50.0,19.07,19.96,89.03,
vae_wgan_sample_3191,50.0,5.64,19.92,75.56,
vae_wgan_sample_3192,50.0,20.32,19.96,90.28,
vae_wgan_sample_3193,50.0,4.58,19.96,74.54,
vae_wgan_sample_3194,50.0,4.88,19.96,74.84,
vae_wgan_sample_3195,50.0,20.02,19.96,89.98,
vae_wgan_sample_3196,50.0,5.46,19.96,75.42,
vae_wgan_sample_3197,50.0,20.1,19.96,90.06,
vae_wgan_sample_3198,50.0,17.29,19.96,87.25,
vae_wgan_sample_3199,50.0,4.76,19.96,74.72,
vae_wgan_sample_319,50.0,4.9,19.92,74.82,
vae_wgan_sample_31,50.0,20.54,20,90.54,
vae_wgan_sample_3200,50.0,3.89,19.92,73.81,
vae_wgan_sample_3201,50.0,4.5,19.96,74.46,
vae_wgan_sample_3202,50.0,3.95,19.92,73.87,
vae_wgan_sample_3203,50.0,4.98,19.96,74.94,
vae_wgan_sample_3204,50.0,20.33,19.96,90.29,
vae_wgan_sample_3205,50.0,19.92,19.92,89.84,
vae_wgan_sample_3206,50.0,20.57,19.92,90.49,
vae_wgan_sample_3207,50.0,21.18,19.96,91.14,
vae_wgan_sample_3208,50.0,18.86,19.96,88.82,
vae_wgan_sample_3209,50.0,20.27,19.96,90.23,
vae_wgan_sample_320,50.0,4.62,19.96,74.58,
vae_wgan_sample_3210,50.0,20.0,19.92,89.92,
vae_wgan_sample_3211,50.0,6.14,19.96,76.1,
vae_wgan_sample_3212,50.0,2.83,18.32,71.15,
vae_wgan_sample_3213,50.0,4.95,19.96,74.91,
vae_wgan_sample_3214,50.0,5.19,19.92,75.11,
vae_wgan_sample_3215,50.0,3.97,19.96,73.93,
vae_wgan_sample_3216,50.0,19.96,19.96,89.92,
vae_wgan_sample_3217,50.0,5.54,19.92,75.46,
vae_wgan_sample_3218,50.0,4.92,19.96,74.88,
vae_wgan_sample_3219,50.0,4.61,19.96,74.57,
vae_wgan_sample_321,50.0,4.92,19.96,74.88,
vae_wgan_sample_3220,50.0,5.7,19.92,75.62,
vae_wgan_sample_3221,50.0,5.94,19.2,75.14,
vae_wgan_sample_3222,50.0,5.12,19.96,75.08,
vae_wgan_sample_3223,50.0,4.99,19.92,74.91,
vae_wgan_sample_3224,50.0,5.06,19.96,75.02,
vae_wgan_sample_3225,50.0,5.06,19.96,75.02,
vae_wgan_sample_3226,50.0,19.6,19.96,89.56,
vae_wgan_sample_3227,50.0,2.8,17.48,70.28,
vae_wgan_sample_3228,50.0,4.6,19.96,74.56,
vae_wgan_sample_3229,50.0,20.21,19.92,90.13,
vae_wgan_sample_322,50.0,4.8,19.96,74.76,
vae_wgan_sample_3230,50.0,5.81,19.16,74.97,
vae_wgan_sample_3231,50.0,20.05,19.96,90.01,
vae_wgan_sample_3232,50.0,4.72,19.96,74.68,
vae_wgan_sample_3233,50.0,19.93,19.96,89.89,
vae_wgan_sample_3234,50.0,20.5,19.96,90.46,
vae_wgan_sample_3235,50.0,19.58,19.96,89.54,
vae_wgan_sample_3236,50.0,19.82,19.96,89.78,
vae_wgan_sample_3237,50.0,19.57,19.96,89.53,
vae_wgan_sample_3238,50.0,19.87,19.96,89.83,
vae_wgan_sample_3239,50.0,19.66,19.96,89.62,
vae_wgan_sample_323,50.0,19.95,19.96,89.91,
vae_wgan_sample_3240,50.0,19.89,19.96,89.85,
vae_wgan_sample_3241,50.0,4.76,19.96,74.72,
vae_wgan_sample_3242,50.0,5.16,19.96,75.12,
vae_wgan_sample_3243,50.0,5.4,19.96,75.36,
vae_wgan_sample_3244,50.0,5.87,19.96,75.83,
vae_wgan_sample_3245,50.0,20.2,19.96,90.16,
vae_wgan_sample_3246,50.0,19.7,19.96,89.66,
vae_wgan_sample_3247,50.0,6.61,20,76.61,
vae_wgan_sample_3248,50.0,19.61,19.96,89.57,
vae_wgan_sample_3249,50.0,4.83,19.92,74.75,
vae_wgan_sample_324,50.0,5.1,19.96,75.06,
vae_wgan_sample_3250,50.0,20.85,19.92,90.77,
vae_wgan_sample_3251,50.0,20.94,19.96,90.9,
vae_wgan_sample_3252,18.8,4.27,19.92,42.99,
vae_wgan_sample_3253,50.0,19.55,19.92,89.47,
vae_wgan_sample_3254,50.0,4.15,19.92,74.07,
vae_wgan_sample_3255,50.0,4.48,19.92,74.4,
vae_wgan_sample_3256,50.0,20.14,19.92,90.06,
vae_wgan_sample_3257,50.0,19.29,19.92,89.21,
vae_wgan_sample_3258,50.0,20.07,19.96,90.03,
vae_wgan_sample_3259,50.0,18.96,19.96,88.92,
vae_wgan_sample_325,50.0,19.99,19.96,89.95,
vae_wgan_sample_3260,50.0,19.96,19.96,89.92,
vae_wgan_sample_3261,50.0,21.21,19.96,91.17,
vae_wgan_sample_3262,50.0,19.59,19.96,89.55,
vae_wgan_sample_3263,50.0,21.09,19.96,91.05,
vae_wgan_sample_3264,50.0,6.08,19.96,76.04,
vae_wgan_sample_3265,50.0,4.71,19.96,74.67,
vae_wgan_sample_3266,50.0,21.27,19.96,91.23,
vae_wgan_sample_3267,50.0,20.06,19.96,90.02,
vae_wgan_sample_3268,50.0,4.41,19.96,74.37,
vae_wgan_sample_3269,50.0,5.58,19.92,75.5,
vae_wgan_sample_326,50.0,0.89,14.93,65.82,
vae_wgan_sample_3270,50.0,4.18,19.88,74.06,
vae_wgan_sample_3271,50.0,5.72,19.96,75.68,
vae_wgan_sample_3272,50.0,19.26,19.96,89.22,
vae_wgan_sample_3273,50.0,19.63,19.92,89.55,
vae_wgan_sample_3274,50.0,19.19,19.96,89.15,
vae_wgan_sample_3275,50.0,4.82,19.96,74.78,
vae_wgan_sample_3276,50.0,4.7,19.92,74.62,
vae_wgan_sample_3277,50.0,4.06,19.92,73.98,
vae_wgan_sample_3278,50.0,4.74,19.96,74.7,
vae_wgan_sample_3279,50.0,20.0,19.96,89.96,
vae_wgan_sample_327,50.0,5.33,19.92,75.25,
vae_wgan_sample_3280,50.0,4.25,19.96,74.21,
vae_wgan_sample_3281,50.0,5.86,19.96,75.82,
vae_wgan_sample_3282,50.0,1.39,18.76,70.15,
vae_wgan_sample_3283,50.0,20.02,19.96,89.98,
vae_wgan_sample_3284,50.0,20.18,19.96,90.14,
vae_wgan_sample_3285,50.0,20.47,19.96,90.43,
vae_wgan_sample_3286,50.0,19.93,19.96,89.89,
vae_wgan_sample_3287,50.0,3.64,19.92,73.56,
vae_wgan_sample_3288,50.0,21.18,19.92,91.1,
vae_wgan_sample_3289,50.0,5.28,19.96,75.24,
vae_wgan_sample_328,50.0,3.18,19.92,73.1,
vae_wgan_sample_3290,50.0,17.67,19.92,87.59,
vae_wgan_sample_3291,50.0,19.79,19.8,89.59,
vae_wgan_sample_3292,50.0,4.95,19.96,74.91,
vae_wgan_sample_3293,50.0,3.79,19.96,73.75,
vae_wgan_sample_3294,50.0,4.95,19.92,74.87,
vae_wgan_sample_3295,50.0,19.66,19.96,89.62,
vae_wgan_sample_3296,50.0,17.01,19.6,86.61,
vae_wgan_sample_3297,50.0,4.94,19.96,74.9,
vae_wgan_sample_3298,50.0,4.82,19.96,74.78,
vae_wgan_sample_3299,50.0,19.83,19.96,89.79,
vae_wgan_sample_329,50.0,7.03,20,77.03,
vae_wgan_sample_32,50.0,4.93,19.96,74.89,
vae_wgan_sample_3300,50.0,5.07,19.96,75.03,
vae_wgan_sample_3301,50.0,4.4,19.96,74.36,
vae_wgan_sample_3302,50.0,3.31,19.92,73.23,
vae_wgan_sample_3303,50.0,19.37,19.88,89.25,
vae_wgan_sample_3304,50.0,2.84,18.08,70.92,
vae_wgan_sample_3305,50.0,4.21,19.96,74.17,
vae_wgan_sample_3306,50.0,21.07,19.96,91.03,
vae_wgan_sample_3307,50.0,19.88,19.88,89.76,
vae_wgan_sample_3308,50.0,19.89,19.4,89.29,
vae_wgan_sample_3309,50.0,5.17,19.96,75.13,
vae_wgan_sample_330,50.0,4.6,19.96,74.56,
vae_wgan_sample_3310,50.0,4.48,19.96,74.44,
vae_wgan_sample_3311,50.0,3.61,19.8,73.41,
vae_wgan_sample_3312,50.0,4.25,19.92,74.17,
vae_wgan_sample_3313,50.0,19.27,20,89.27,
vae_wgan_sample_3314,50.0,20.1,19.96,90.06,
vae_wgan_sample_3315,50.0,19.8,19.92,89.72,
vae_wgan_sample_3316,50.0,6.21,19.96,76.17,
vae_wgan_sample_3317,50.0,19.83,19.96,89.79,
vae_wgan_sample_3318,50.0,20.01,19.96,89.97,
vae_wgan_sample_3319,50.0,20.34,19.96,90.3,
vae_wgan_sample_331,50.0,20.03,19.96,89.99,
vae_wgan_sample_3320,50.0,4.94,19.92,74.86,
vae_wgan_sample_3321,50.0,18.83,19.92,88.75,
vae_wgan_sample_3322,50.0,4.8,19.96,74.76,
vae_wgan_sample_3323,50.0,20.86,19.92,90.78,
vae_wgan_sample_3324,50.0,4.2,19.96,74.16,
vae_wgan_sample_3325,50.0,20.5,19.96,90.46,
vae_wgan_sample_3326,50.0,18.07,20,88.07,
vae_wgan_sample_3327,50.0,5.44,19.96,75.4,
vae_wgan_sample_3328,50.0,5.17,19.96,75.13,
vae_wgan_sample_3329,50.0,18.96,19.92,88.88,
vae_wgan_sample_332,50.0,20.42,19.96,90.38,
vae_wgan_sample_3330,50.0,20.73,19.96,90.69,
vae_wgan_sample_3331,50.0,5.03,19.96,74.99,
vae_wgan_sample_3332,50.0,4.31,19.96,74.27,
vae_wgan_sample_3333,50.0,4.72,19.96,74.68,
vae_wgan_sample_3334,50.0,4.51,19.92,74.43,
vae_wgan_sample_3335,50.0,4.98,19.92,74.9,
vae_wgan_sample_3336,50.0,4.85,19.96,74.81,
vae_wgan_sample_3337,50.0,19.79,19.96,89.75,
vae_wgan_sample_3338,50.0,19.44,19.84,89.28,
vae_wgan_sample_3339,50.0,19.54,19.92,89.46,
vae_wgan_sample_333,50.0,19.71,19.96,89.67,
vae_wgan_sample_3340,50.0,20.04,19.96,90.0,
vae_wgan_sample_3341,50.0,2.3,19.96,72.26,
vae_wgan_sample_3342,50.0,19.73,19.96,89.69,
vae_wgan_sample_3343,50.0,5.7,19.96,75.66,
vae_wgan_sample_3344,50.0,19.93,19.96,89.89,
vae_wgan_sample_3345,50.0,5.09,19.92,75.01,
vae_wgan_sample_3346,50.0,4.47,19.96,74.43,
vae_wgan_sample_3347,50.0,19.58,19.96,89.54,
vae_wgan_sample_3348,50.0,19.63,19.96,89.59,
vae_wgan_sample_3349,50.0,1.45,19.92,71.37,
vae_wgan_sample_334,50.0,4.43,19.96,74.39,
vae_wgan_sample_3350,50.0,6.21,19.92,76.13,
vae_wgan_sample_3351,50.0,20.0,19.96,89.96,
vae_wgan_sample_3352,50.0,20.04,19.96,90.0,
vae_wgan_sample_3353,50.0,4.95,19.96,74.91,
vae_wgan_sample_3354,50.0,20.43,19.96,90.39,
vae_wgan_sample_3355,50.0,4.83,19.88,74.71,
vae_wgan_sample_3356,50.0,5.21,19.96,75.17,
vae_wgan_sample_3357,50.0,20.25,19.96,90.21,
vae_wgan_sample_3358,50.0,6.0,19.96,75.96,
vae_wgan_sample_3359,50.0,21.04,19.96,91.0,
vae_wgan_sample_335,50.0,4.88,19.96,74.84,
vae_wgan_sample_3360,50.0,5.66,20,75.66,
vae_wgan_sample_3361,50.0,19.85,19.92,89.77,
vae_wgan_sample_3362,50.0,5.33,19.96,75.29,
vae_wgan_sample_3363,50.0,20.42,19.96,90.38,
vae_wgan_sample_3364,50.0,20.15,19.96,90.11,
vae_wgan_sample_3365,50.0,5.79,19.96,75.75,
vae_wgan_sample_3366,50.0,5.68,19.96,75.64,
vae_wgan_sample_3367,50.0,3.14,19.92,73.06,
vae_wgan_sample_3368,50.0,5.36,19.96,75.32,
vae_wgan_sample_3369,50.0,6.14,19.96,76.1,
vae_wgan_sample_336,50.0,20.62,19.72,90.34,
vae_wgan_sample_3370,50.0,19.99,19.96,89.95,
vae_wgan_sample_3371,50.0,4.69,19.96,74.65,
vae_wgan_sample_3372,50.0,19.43,19.96,89.39,
vae_wgan_sample_3373,50.0,4.82,19.96,74.78,
vae_wgan_sample_3374,50.0,3.69,19.92,73.61,
vae_wgan_sample_3375,50.0,20.74,19.96,90.7,
vae_wgan_sample_3376,50.0,4.17,19.96,74.13,
vae_wgan_sample_3377,50.0,19.67,19.96,89.63,
vae_wgan_sample_3378,50.0,5.63,19.92,75.55,
vae_wgan_sample_3379,50.0,5.61,19.8,75.41,
vae_wgan_sample_337,50.0,20.28,19.96,90.24,
vae_wgan_sample_3380,50.0,20.17,19.96,90.13,
vae_wgan_sample_3381,50.0,19.96,19.96,89.92,
vae_wgan_sample_3382,50.0,21.47,19.96,91.43,
vae_wgan_sample_3383,50.0,6.56,19.96,76.52,
vae_wgan_sample_3384,50.0,3.07,19.96,73.03,
vae_wgan_sample_3385,50.0,20.13,19.96,90.09,
vae_wgan_sample_3386,36.4,4.62,19.92,60.94,
vae_wgan_sample_3387,50.0,19.79,19.96,89.75,
vae_wgan_sample_3388,50.0,19.13,18.88,88.01,
vae_wgan_sample_3389,50.0,19.64,19.96,89.6,
vae_wgan_sample_338,50.0,19.29,19.92,89.21,
vae_wgan_sample_3390,50.0,4.21,19.96,74.17,
vae_wgan_sample_3391,50.0,6.1,19.96,76.06,
vae_wgan_sample_3392,50.0,4.85,19.96,74.81,
vae_wgan_sample_3393,50.0,4.93,19.92,74.85,
vae_wgan_sample_3394,50.0,4.85,19.96,74.81,
vae_wgan_sample_3395,50.0,1.63,19.96,71.59,
vae_wgan_sample_3396,50.0,20.1,19.96,90.06,
vae_wgan_sample_3397,50.0,4.67,19.96,74.63,
vae_wgan_sample_3398,50.0,4.5,19.96,74.46,
vae_wgan_sample_3399,50.0,5.13,19.96,75.09,
vae_wgan_sample_339,50.0,3.39,19.92,73.31,
vae_wgan_sample_33,42.0,4.77,19.96,66.73,
vae_wgan_sample_3400,50.0,5.27,19.96,75.23,
vae_wgan_sample_3401,50.0,5.57,19.96,75.53,
vae_wgan_sample_3402,50.0,4.8,19.92,74.72,
vae_wgan_sample_3403,50.0,5.18,19.96,75.14,
vae_wgan_sample_3404,50.0,4.63,19.92,74.55,
vae_wgan_sample_3405,50.0,19.61,19.96,89.57,
vae_wgan_sample_3406,50.0,20.09,19.96,90.05,
vae_wgan_sample_3407,50.0,21.15,19.96,91.11,
vae_wgan_sample_3408,50.0,5.14,19.96,75.1,
vae_wgan_sample_3409,50.0,5.16,19.96,75.12,
vae_wgan_sample_340,50.0,19.89,19.96,89.85,
vae_wgan_sample_3410,50.0,20.94,19.96,90.9,
vae_wgan_sample_3411,50.0,5.06,19.96,75.02,
vae_wgan_sample_3412,50.0,4.62,19.96,74.58,
vae_wgan_sample_3413,50.0,18.79,19.84,88.63,
