Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_sample_3132,50.0,19.09,17.32,86.41,
vae_wgan_sample_3133,50.0,5.41,19.96,75.37,
vae_wgan_sample_3134,50.0,20.65,19.92,90.57,
vae_wgan_sample_3135,50.0,5.83,19.96,75.79,
vae_wgan_sample_3136,50.0,21.97,19.96,91.93,
vae_wgan_sample_3137,50.0,20.01,19.92,89.93,
vae_wgan_sample_3138,50.0,5.57,18.96,74.53,
vae_wgan_sample_3139,50.0,4.0,19.92,73.92,
vae_wgan_sample_313,50.0,3.4,19.88,73.28,
vae_wgan_sample_3140,50.0,5.67,19.44,75.11,
vae_wgan_sample_3141,50.0,20.7,19.96,90.66,
vae_wgan_sample_3142,50.0,20.35,19.96,90.31,
vae_wgan_sample_3143,50.0,4.74,19.88,74.62,
vae_wgan_sample_3144,50.0,5.59,19.92,75.51,
vae_wgan_sample_3145,50.0,6.57,19.4,75.97,
vae_wgan_sample_3146,50.0,20.35,19.72,90.07,
vae_wgan_sample_3147,50.0,19.23,19.92,89.15,
vae_wgan_sample_3148,50.0,20.04,19.96,90.0,
vae_wgan_sample_3149,50.0,5.56,19.8,75.36,
vae_wgan_sample_314,50.0,3.57,19.8,73.37,
vae_wgan_sample_3150,50.0,5.7,19.96,75.66,
vae_wgan_sample_3151,50.0,5.67,19.96,75.63,
vae_wgan_sample_3152,50.0,2.54,19.96,72.5,
vae_wgan_sample_3153,50.0,6.1,19.96,76.06,
vae_wgan_sample_3154,50.0,20.52,19.92,90.44,
vae_wgan_sample_3155,50.0,17.48,19.92,87.4,
vae_wgan_sample_3156,50.0,20.25,19.96,90.21,
vae_wgan_sample_3157,50.0,18.34,19.96,88.3,
vae_wgan_sample_3158,50.0,4.29,19.92,74.21,
vae_wgan_sample_3159,50.0,3.48,19.92,73.4,
vae_wgan_sample_315,50.0,20.3,19.96,90.26,
vae_wgan_sample_3160,50.0,4.74,19.32,74.06,
vae_wgan_sample_3161,50.0,20.42,20,90.42,
vae_wgan_sample_3162,50.0,4.83,18.64,73.47,
vae_wgan_sample_3163,50.0,5.24,19.4,74.64,
vae_wgan_sample_3164,50.0,6.98,20,76.98,
vae_wgan_sample_3165,50.0,6.32,19.96,76.28,
vae_wgan_sample_3166,50.0,6.14,20,76.14,
vae_wgan_sample_3167,50.0,5.67,19.88,75.55,
vae_wgan_sample_3168,50.0,6.9,20,76.9,
vae_wgan_sample_3169,50.0,19.42,19.96,89.38,
vae_wgan_sample_316,50.0,5.05,19.96,75.01,
vae_wgan_sample_3170,50.0,5.49,19.92,75.41,
vae_wgan_sample_3171,50.0,19.72,19.92,89.64,
vae_wgan_sample_3172,50.0,19.82,19.8,89.62,
vae_wgan_sample_3173,50.0,19.8,19.96,89.76,
vae_wgan_sample_3174,50.0,5.83,19.96,75.79,
vae_wgan_sample_3175,50.0,19.88,19.92,89.8,
vae_wgan_sample_3176,50.0,6.04,19.4,75.44,
vae_wgan_sample_3177,50.0,5.02,19.76,74.78,
vae_wgan_sample_3178,50.0,6.3,19.92,76.22,
vae_wgan_sample_3179,50.0,5.92,19.96,75.88,
vae_wgan_sample_317,50.0,4.44,19.92,74.36,
vae_wgan_sample_3180,50.0,20.21,19.92,90.13,
vae_wgan_sample_3181,50.0,21.36,19.92,91.28,
vae_wgan_sample_3182,50.0,1.2,19.84,71.04,
vae_wgan_sample_3183,50.0,19.77,19.92,89.69,
vae_wgan_sample_3184,50.0,6.1,19.96,76.06,
vae_wgan_sample_3185,50.0,4.32,19.48,73.8,
vae_wgan_sample_3186,50.0,5.77,18.48,74.25,
vae_wgan_sample_3187,50.0,5.6,19.88,75.48,
vae_wgan_sample_3188,50.0,4.32,19.8,74.12,
vae_wgan_sample_3189,50.0,19.8,19.84,89.64,
vae_wgan_sample_318,50.0,20.06,19.96,90.02,
vae_wgan_sample_3190,50.0,6.48,19.92,76.4,
vae_wgan_sample_3191,50.0,4.72,19.64,74.36,
vae_wgan_sample_3192,50.0,20.33,19.96,90.29,
vae_wgan_sample_3193,50.0,19.57,19.76,89.33,
vae_wgan_sample_3194,50.0,4.96,19.96,74.92,
vae_wgan_sample_3195,50.0,19.79,19.96,89.75,
vae_wgan_sample_3196,50.0,5.1,19.96,75.06,
vae_wgan_sample_3197,50.0,4.78,19.92,74.7,
vae_wgan_sample_3198,50.0,19.89,19.96,89.85,
vae_wgan_sample_3199,50.0,20.87,19.92,90.79,
vae_wgan_sample_319,50.0,18.34,19.6,87.94,
vae_wgan_sample_31,50.0,5.41,19.96,75.37,
vae_wgan_sample_3200,50.0,20.85,19.92,90.77,
vae_wgan_sample_3201,50.0,19.34,18.28,87.62,
vae_wgan_sample_3202,50.0,5.0,19.96,74.96,
vae_wgan_sample_3203,50.0,20.72,20,90.72,
vae_wgan_sample_3204,50.0,5.52,19.88,75.4,
vae_wgan_sample_3205,50.0,5.0,19.96,74.96,
vae_wgan_sample_3206,50.0,6.41,19.92,76.33,
vae_wgan_sample_3207,50.0,5.94,19.96,75.9,
vae_wgan_sample_3208,50.0,4.33,19.6,73.93,
vae_wgan_sample_3209,50.0,5.09,19.8,74.89,
vae_wgan_sample_320,50.0,20.16,19.92,90.08,
vae_wgan_sample_3210,50.0,4.88,19.96,74.84,
vae_wgan_sample_3211,50.0,4.64,19.96,74.6,
vae_wgan_sample_3212,50.0,18.34,19.16,87.5,
vae_wgan_sample_3213,50.0,5.21,19.96,75.17,
vae_wgan_sample_3214,50.0,4.67,19.92,74.59,
vae_wgan_sample_3215,50.0,4.61,19.92,74.53,
vae_wgan_sample_3216,50.0,20.8,19.92,90.72,
vae_wgan_sample_3217,50.0,4.08,19.04,73.12,
vae_wgan_sample_3218,50.0,20.3,19.96,90.26,
vae_wgan_sample_3219,50.0,5.73,19.12,74.85,
vae_wgan_sample_321,50.0,4.66,19.92,74.58,
vae_wgan_sample_3220,50.0,5.24,19.04,74.28,
vae_wgan_sample_3221,50.0,5.42,19.96,75.38,
vae_wgan_sample_3222,50.0,5.33,19.96,75.29,
vae_wgan_sample_3223,50.0,19.71,19.92,89.63,
vae_wgan_sample_3224,50.0,5.64,20,75.64,
vae_wgan_sample_3225,50.0,20.62,19.88,90.5,
vae_wgan_sample_3226,50.0,4.91,19.92,74.83,
vae_wgan_sample_3227,50.0,4.94,19.96,74.9,
vae_wgan_sample_3228,50.0,5.06,19.92,74.98,
vae_wgan_sample_3229,50.0,6.71,19.76,76.47,
vae_wgan_sample_322,50.0,19.91,19.76,89.67,
vae_wgan_sample_3230,50.0,4.38,19.92,74.3,
vae_wgan_sample_3231,50.0,18.73,19.96,88.69,
vae_wgan_sample_3232,50.0,20.01,19.92,89.93,
vae_wgan_sample_3233,50.0,20.72,19.96,90.68,
vae_wgan_sample_3234,50.0,20.69,19.92,90.61,
vae_wgan_sample_3235,50.0,3.78,19.92,73.7,
vae_wgan_sample_3236,50.0,6.34,19.96,76.3,
vae_wgan_sample_3237,50.0,5.34,19.8,75.14,
vae_wgan_sample_3238,50.0,19.17,19.92,89.09,
vae_wgan_sample_3239,50.0,20.04,19.96,90.0,
vae_wgan_sample_323,50.0,5.12,19.96,75.08,
vae_wgan_sample_3240,50.0,19.86,19.96,89.82,
vae_wgan_sample_3241,50.0,4.49,19.96,74.45,
vae_wgan_sample_3242,50.0,4.67,19.92,74.59,
vae_wgan_sample_3243,50.0,20.51,19.96,90.47,
vae_wgan_sample_3244,50.0,5.48,19.88,75.36,
vae_wgan_sample_3245,50.0,20.28,19.96,90.24,
vae_wgan_sample_3246,50.0,4.84,19.92,74.76,
vae_wgan_sample_3247,50.0,20.87,19.96,90.83,
vae_wgan_sample_3248,50.0,6.14,19.0,75.14,
vae_wgan_sample_3249,50.0,5.84,19.92,75.76,
vae_wgan_sample_324,50.0,5.09,19.04,74.13,
vae_wgan_sample_3250,50.0,5.3,19.96,75.26,
vae_wgan_sample_3251,50.0,5.99,19.92,75.91,
vae_wgan_sample_3252,50.0,19.97,19.92,89.89,
vae_wgan_sample_3253,50.0,6.8,20,76.8,
vae_wgan_sample_3254,50.0,5.43,19.92,75.35,
vae_wgan_sample_3255,50.0,19.84,19.96,89.8,
vae_wgan_sample_3256,50.0,18.87,19.96,88.83,
vae_wgan_sample_3257,50.0,6.18,19.92,76.1,
vae_wgan_sample_3258,50.0,20.3,19.24,89.54,
vae_wgan_sample_3259,50.0,21.12,19.96,91.08,
vae_wgan_sample_325,50.0,19.43,19.92,89.35,
vae_wgan_sample_3260,50.0,5.04,19.96,75.0,
vae_wgan_sample_3261,50.0,5.77,18.92,74.69,
vae_wgan_sample_3262,50.0,21.09,19.96,91.05,
vae_wgan_sample_3263,50.0,19.71,19.12,88.83,
vae_wgan_sample_3264,50.0,5.69,19.08,74.77,
vae_wgan_sample_3265,50.0,4.03,19.44,73.47,
vae_wgan_sample_3266,50.0,4.39,19.96,74.35,
vae_wgan_sample_3267,50.0,20.49,19.96,90.45,
vae_wgan_sample_3268,50.0,5.33,19.96,75.29,
vae_wgan_sample_3269,50.0,3.8,19.92,73.72,
vae_wgan_sample_326,50.0,5.8,19.96,75.76,
vae_wgan_sample_3270,50.0,6.67,19.52,76.19,
vae_wgan_sample_3271,50.0,4.46,19.92,74.38,
vae_wgan_sample_3272,50.0,4.42,19.92,74.34,
vae_wgan_sample_3273,50.0,20.68,19.96,90.64,
vae_wgan_sample_3274,50.0,7.16,20,77.16,
vae_wgan_sample_3275,50.0,21.01,19.92,90.93,
vae_wgan_sample_3276,50.0,19.69,19.96,89.65,
vae_wgan_sample_3277,50.0,19.53,19.84,89.37,
vae_wgan_sample_3278,50.0,4.55,19.96,74.51,
vae_wgan_sample_3279,50.0,4.99,19.96,74.95,
vae_wgan_sample_327,50.0,4.42,19.92,74.34,
vae_wgan_sample_3280,50.0,5.23,19.96,75.19,
vae_wgan_sample_3281,50.0,19.79,19.96,89.75,
vae_wgan_sample_3282,50.0,20.28,19.96,90.24,
vae_wgan_sample_3283,50.0,5.11,19.92,75.03,
vae_wgan_sample_3284,50.0,5.11,19.88,74.99,
vae_wgan_sample_3285,50.0,20.06,19.92,89.98,
vae_wgan_sample_3286,50.0,6.06,19.92,75.98,
vae_wgan_sample_3287,50.0,2.72,19.6,72.32,
vae_wgan_sample_3288,50.0,4.95,19.96,74.91,
vae_wgan_sample_3289,50.0,20.1,19.96,90.06,
vae_wgan_sample_328,50.0,4.72,19.96,74.68,
vae_wgan_sample_3290,50.0,5.28,19.96,75.24,
vae_wgan_sample_3291,50.0,4.72,19.52,74.24,
vae_wgan_sample_3292,50.0,4.73,19.96,74.69,
vae_wgan_sample_3293,50.0,5.99,19.96,75.95,
vae_wgan_sample_3294,50.0,20.62,19.84,90.46,
vae_wgan_sample_3295,50.0,5.73,19.92,75.65,
vae_wgan_sample_3296,50.0,6.13,19.92,76.05,
vae_wgan_sample_3297,50.0,20.59,19.6,90.19,
vae_wgan_sample_3298,50.0,3.89,19.96,73.85,
vae_wgan_sample_3299,50.0,21.08,20,91.08,
vae_wgan_sample_329,50.0,19.93,19.92,89.85,
vae_wgan_sample_32,50.0,4.96,19.36,74.32,
vae_wgan_sample_3300,50.0,21.56,19.96,91.52,
vae_wgan_sample_3301,50.0,5.4,19.56,74.96,
vae_wgan_sample_3302,50.0,5.07,19.96,75.03,
vae_wgan_sample_3303,50.0,19.84,19.96,89.8,
vae_wgan_sample_3304,50.0,19.67,19.56,89.23,
vae_wgan_sample_3305,50.0,5.79,19.96,75.75,
vae_wgan_sample_3306,50.0,3.48,19.92,73.4,
vae_wgan_sample_3307,40.8,4.68,19.92,65.4,
vae_wgan_sample_3308,50.0,5.08,19.92,75.0,
vae_wgan_sample_3309,50.0,4.63,19.04,73.67,
vae_wgan_sample_330,50.0,19.83,19.96,89.79,
vae_wgan_sample_3310,50.0,5.04,19.92,74.96,
vae_wgan_sample_3311,50.0,5.86,19.96,75.82,
vae_wgan_sample_3312,50.0,5.37,19.96,75.33,
vae_wgan_sample_3313,50.0,5.2,19.96,75.16,
vae_wgan_sample_3314,50.0,19.68,19.96,89.64,
vae_wgan_sample_3315,50.0,5.49,19.92,75.41,
vae_wgan_sample_3316,50.0,4.94,19.96,74.9,
vae_wgan_sample_3317,50.0,4.33,19.72,74.05,
vae_wgan_sample_3318,50.0,5.87,19.52,75.39,
vae_wgan_sample_3319,50.0,19.95,20,89.95,
vae_wgan_sample_331,50.0,4.41,19.96,74.37,
vae_wgan_sample_3320,50.0,5.42,19.96,75.38,
vae_wgan_sample_3321,50.0,20.5,19.96,90.46,
vae_wgan_sample_3322,50.0,4.61,20,74.61,
vae_wgan_sample_3323,50.0,6.04,19.92,75.96,
vae_wgan_sample_3324,50.0,20.34,19.84,90.18,
vae_wgan_sample_3325,50.0,5.46,19.84,75.3,
vae_wgan_sample_3326,50.0,5.43,19.96,75.39,
vae_wgan_sample_3327,50.0,5.0,19.92,74.92,
vae_wgan_sample_3328,50.0,5.12,19.92,75.04,
vae_wgan_sample_3329,50.0,20.31,19.92,90.23,
vae_wgan_sample_332,50.0,5.62,19.96,75.58,
vae_wgan_sample_3330,0.0,3.78,19.76,23.54,
vae_wgan_sample_3331,50.0,5.73,19.96,75.69,
vae_wgan_sample_3332,50.0,4.9,19.96,74.86,
vae_wgan_sample_3333,50.0,5.75,19.92,75.67,
vae_wgan_sample_3334,50.0,6.0,19.96,75.96,
vae_wgan_sample_3335,50.0,5.2,19.92,75.12,
vae_wgan_sample_3336,50.0,20.39,19.76,90.15,
vae_wgan_sample_3337,50.0,5.41,18.88,74.29,
vae_wgan_sample_3338,50.0,5.65,19.96,75.61,
vae_wgan_sample_3339,50.0,5.95,19.96,75.91,
vae_wgan_sample_333,50.0,4.28,19.96,74.24,
vae_wgan_sample_3340,50.0,17.06,19.88,86.94,
vae_wgan_sample_3341,50.0,5.17,19.96,75.13,
vae_wgan_sample_3342,50.0,5.44,19.96,75.4,
vae_wgan_sample_3343,50.0,4.78,19.92,74.7,
vae_wgan_sample_3344,50.0,5.46,19.92,75.38,
vae_wgan_sample_3345,50.0,5.24,19.92,75.16,
vae_wgan_sample_3346,50.0,21.1,19.96,91.06,
vae_wgan_sample_3347,50.0,5.12,19.96,75.08,
vae_wgan_sample_3348,50.0,6.06,19.16,75.22,
vae_wgan_sample_3349,50.0,4.59,19.92,74.51,
vae_wgan_sample_334,50.0,5.41,19.68,75.09,
vae_wgan_sample_3350,50.0,3.56,19.92,73.48,
vae_wgan_sample_3351,50.0,20.59,19.96,90.55,
vae_wgan_sample_3352,50.0,5.01,19.96,74.97,
vae_wgan_sample_3353,50.0,5.14,19.96,75.1,
vae_wgan_sample_3354,50.0,4.99,19.68,74.67,
vae_wgan_sample_3355,50.0,6.05,19.92,75.97,
vae_wgan_sample_3356,50.0,6.55,19.64,76.19,
vae_wgan_sample_3357,50.0,5.71,19.84,75.55,
vae_wgan_sample_3358,50.0,4.75,20,74.75,
vae_wgan_sample_3359,50.0,4.76,19.96,74.72,
vae_wgan_sample_335,50.0,3.38,17.84,71.22,
vae_wgan_sample_3360,50.0,4.9,19.08,73.98,
vae_wgan_sample_3361,50.0,20.18,19.28,89.46,
vae_wgan_sample_3362,50.0,20.25,19.92,90.17,
vae_wgan_sample_3363,50.0,5.49,19.96,75.45,
vae_wgan_sample_3364,50.0,5.29,19.96,75.25,
vae_wgan_sample_3365,50.0,20.28,19.96,90.24,
vae_wgan_sample_3366,50.0,5.24,19.04,74.28,
vae_wgan_sample_3367,50.0,20.65,19.92,90.57,
vae_wgan_sample_3368,50.0,4.76,19.96,74.72,
vae_wgan_sample_3369,50.0,4.21,19.44,73.65,
vae_wgan_sample_336,50.0,5.76,19.44,75.2,
vae_wgan_sample_3370,50.0,20.15,19.92,90.07,
vae_wgan_sample_3371,50.0,5.38,19.4,74.78,
vae_wgan_sample_3372,50.0,6.01,19.24,75.25,
vae_wgan_sample_3373,50.0,18.82,19.92,88.74,
vae_wgan_sample_3374,50.0,5.43,19.08,74.51,
vae_wgan_sample_3375,50.0,5.85,19.96,75.81,
vae_wgan_sample_3376,50.0,5.56,19.96,75.52,
vae_wgan_sample_3377,50.0,20.65,19.96,90.61,
vae_wgan_sample_3378,50.0,4.93,19.88,74.81,
vae_wgan_sample_3379,50.0,5.72,19.72,75.44,
vae_wgan_sample_337,50.0,20.25,19.96,90.21,
vae_wgan_sample_3380,50.0,6.65,19.28,75.93,
vae_wgan_sample_3381,50.0,5.5,19.92,75.42,
vae_wgan_sample_3382,50.0,4.68,19.96,74.64,
vae_wgan_sample_3383,50.0,4.74,19.88,74.62,
vae_wgan_sample_3384,50.0,19.85,19.92,89.77,
vae_wgan_sample_3385,50.0,4.46,19.84,74.3,
vae_wgan_sample_3386,50.0,4.91,19.96,74.87,
vae_wgan_sample_3387,50.0,5.11,19.92,75.03,
vae_wgan_sample_3388,50.0,21.6,19.92,91.52,
vae_wgan_sample_3389,50.0,17.93,19.96,87.89,
vae_wgan_sample_338,50.0,4.94,19.28,74.22,
vae_wgan_sample_3390,50.0,4.8,19.84,74.64,
vae_wgan_sample_3391,50.0,18.58,19.96,88.54,
vae_wgan_sample_3392,50.0,6.29,19.8,76.09,
vae_wgan_sample_3393,50.0,6.04,19.92,75.96,
vae_wgan_sample_3394,50.0,20.23,19.96,90.19,
vae_wgan_sample_3395,50.0,20.91,19.96,90.87,
vae_wgan_sample_3396,50.0,5.41,19.6,75.01,
vae_wgan_sample_3397,50.0,20.71,19.96,90.67,
vae_wgan_sample_3398,50.0,4.31,19.92,74.23,
vae_wgan_sample_3399,50.0,20.09,19.96,90.05,
vae_wgan_sample_339,50.0,20.29,20,90.29,
vae_wgan_sample_33,50.0,19.65,19.32,88.97,
vae_wgan_sample_3400,50.0,5.62,19.04,74.66,
vae_wgan_sample_3401,50.0,20.7,19.96,90.66,
vae_wgan_sample_3402,50.0,4.62,19.96,74.58,
vae_wgan_sample_3403,50.0,20.06,19.96,90.02,
vae_wgan_sample_3404,50.0,5.69,19.92,75.61,
vae_wgan_sample_3405,50.0,3.47,19.44,72.91,
vae_wgan_sample_3406,50.0,19.68,19.92,89.6,
vae_wgan_sample_3407,50.0,5.94,19.92,75.86,
vae_wgan_sample_3408,50.0,20.16,19.92,90.08,
vae_wgan_sample_3409,50.0,5.4,19.92,75.32,
vae_wgan_sample_340,50.0,20.09,19.4,89.49,
vae_wgan_sample_3410,50.0,20.41,19.96,90.37,
vae_wgan_sample_3411,50.0,20.83,19.96,90.79,
vae_wgan_sample_3412,50.0,3.73,19.92,73.65,
vae_wgan_sample_3413,50.0,4.93,19.4,74.33,
vae_wgan_sample_3414,50.0,19.47,19.92,89.39,
vae_wgan_sample_3415,50.0,21.76,19.96,91.72,
vae_wgan_sample_3416,50.0,6.13,19.92,76.05,
vae_wgan_sample_3417,50.0,5.8,19.44,75.24,
vae_wgan_sample_3418,50.0,20.27,19.92,90.19,
vae_wgan_sample_3419,50.0,20.32,19.96,90.28,
vae_wgan_sample_341,50.0,20.47,19.92,90.39,
vae_wgan_sample_3420,50.0,20.17,19.96,90.13,
vae_wgan_sample_3421,50.0,20.93,19.96,90.89,
vae_wgan_sample_3422,50.0,4.27,19.48,73.75,
vae_wgan_sample_3423,50.0,6.01,19.6,75.61,
vae_wgan_sample_3424,50.0,5.99,19.92,75.91,
vae_wgan_sample_3425,50.0,20.25,19.92,90.17,
vae_wgan_sample_3426,50.0,4.35,19.92,74.27,
vae_wgan_sample_3427,50.0,20.59,19.92,90.51,
vae_wgan_sample_3428,50.0,5.65,19.96,75.61,
vae_wgan_sample_3429,50.0,20.08,19.96,90.04,
vae_wgan_sample_342,50.0,19.96,19.92,89.88,
vae_wgan_sample_3430,50.0,20.04,19.96,90.0,
vae_wgan_sample_3431,50.0,6.11,19.92,76.03,
vae_wgan_sample_3432,50.0,20.53,19.96,90.49,
vae_wgan_sample_3433,50.0,21.06,19.68,90.74,
vae_wgan_sample_3434,50.0,5.11,19.96,75.07,
vae_wgan_sample_3435,50.0,19.92,19.96,89.88,
vae_wgan_sample_3436,50.0,20.12,19.92,90.04,
vae_wgan_sample_3437,50.0,4.86,19.96,74.82,
vae_wgan_sample_3438,50.0,5.56,19.84,75.4,
vae_wgan_sample_3439,50.0,6.64,19.88,76.52,
vae_wgan_sample_343,50.0,4.73,19.92,74.65,
vae_wgan_sample_3440,50.0,20.03,19.96,89.99,
vae_wgan_sample_3441,50.0,6.14,19.92,76.06,
vae_wgan_sample_3442,50.0,21.18,19.96,91.14,
vae_wgan_sample_3443,50.0,19.08,19.64,88.72,
vae_wgan_sample_3444,50.0,4.7,19.96,74.66,
vae_wgan_sample_3445,50.0,6.03,19.96,75.99,
vae_wgan_sample_3446,50.0,19.88,19.92,89.8,
vae_wgan_sample_3447,50.0,4.42,19.56,73.98,
vae_wgan_sample_3448,50.0,4.81,19.96,74.77,
vae_wgan_sample_3449,50.0,4.81,19.92,74.73,
vae_wgan_sample_344,50.0,18.93,19.92,88.85,
vae_wgan_sample_3450,50.0,5.27,19.48,74.75,
vae_wgan_sample_3451,50.0,20.26,19.96,90.22,
vae_wgan_sample_3452,50.0,5.94,19.96,75.9,
vae_wgan_sample_3453,50.0,5.17,18.76,73.93,
vae_wgan_sample_3454,50.0,4.96,19.96,74.92,
vae_wgan_sample_3455,50.0,6.21,19.68,75.89,
vae_wgan_sample_3456,50.0,4.74,19.92,74.66,
vae_wgan_sample_3457,50.0,5.62,19.92,75.54,
vae_wgan_sample_3458,50.0,5.29,19.92,75.21,
vae_wgan_sample_3459,50.0,3.6,19.92,73.52,
vae_wgan_sample_345,50.0,6.06,19.96,76.02,
vae_wgan_sample_3460,50.0,20.98,19.96,90.94,
vae_wgan_sample_3461,50.0,19.81,19.96,89.77,
vae_wgan_sample_3462,50.0,20.26,19.48,89.74,
vae_wgan_sample_3463,50.0,19.7,19.92,89.62,
vae_wgan_sample_3464,50.0,21.22,19.92,91.14,
vae_wgan_sample_3465,50.0,4.02,19.96,73.98,
vae_wgan_sample_3466,50.0,4.97,20,74.97,
vae_wgan_sample_3467,50.0,19.56,19.96,89.52,
vae_wgan_sample_3468,50.0,19.4,19.96,89.36,
vae_wgan_sample_3469,50.0,19.5,19.88,89.38,
vae_wgan_sample_346,50.0,19.55,19.96,89.51,
vae_wgan_sample_3470,50.0,4.12,19.8,73.92,
vae_wgan_sample_3471,50.0,19.62,19.96,89.58,
vae_wgan_sample_3472,50.0,4.99,19.72,74.71,
vae_wgan_sample_3473,50.0,20.17,19.96,90.13,
vae_wgan_sample_3474,50.0,5.11,19.28,74.39,
vae_wgan_sample_3475,50.0,4.71,19.96,74.67,
vae_wgan_sample_3476,50.0,4.78,19.4,74.18,
vae_wgan_sample_3477,50.0,6.2,19.48,75.68,
vae_wgan_sample_3478,50.0,20.06,19.96,90.02,
vae_wgan_sample_3479,50.0,19.34,19.92,89.26,
vae_wgan_sample_347,50.0,20.34,19.96,90.3,
vae_wgan_sample_3480,50.0,6.22,19.84,76.06,
vae_wgan_sample_3481,50.0,18.47,19.92,88.39,
vae_wgan_sample_3482,50.0,6.49,19.28,75.77,
vae_wgan_sample_3483,50.0,4.56,19.92,74.48,
vae_wgan_sample_3484,50.0,16.52,19.96,86.48,
vae_wgan_sample_3485,50.0,19.03,19.92,88.95,
vae_wgan_sample_3486,50.0,20.72,19.96,90.68,
vae_wgan_sample_3487,50.0,19.61,19.92,89.53,
vae_wgan_sample_3488,50.0,5.05,19.96,75.01,
vae_wgan_sample_3489,50.0,20.22,19.96,90.18,
vae_wgan_sample_348,50.0,20.66,19.96,90.62,
vae_wgan_sample_3490,50.0,17.45,19.96,87.41,
vae_wgan_sample_3491,50.0,5.07,19.96,75.03,
vae_wgan_sample_3492,50.0,19.93,19.92,89.85,
vae_wgan_sample_3493,50.0,5.44,19.96,75.4,
vae_wgan_sample_3494,50.0,5.83,19.92,75.75,
vae_wgan_sample_3495,50.0,4.97,19.96,74.93,
vae_wgan_sample_3496,50.0,5.03,19.92,74.95,
vae_wgan_sample_3497,50.0,5.59,19.96,75.55,
vae_wgan_sample_3498,50.0,19.76,19.96,89.72,
vae_wgan_sample_3499,50.0,4.52,19.32,73.84,
vae_wgan_sample_349,50.0,20.9,19.92,90.82,
vae_wgan_sample_34,50.0,5.39,19.92,75.31,
vae_wgan_sample_350,50.0,4.83,19.92,74.75,
vae_wgan_sample_351,50.0,5.16,19.4,74.56,
vae_wgan_sample_352,50.0,20.98,19.68,90.66,
vae_wgan_sample_353,50.0,4.92,19.92,74.84,
vae_wgan_sample_354,50.0,4.7,19.96,74.66,
vae_wgan_sample_355,50.0,5.56,19.92,75.48,
vae_wgan_sample_356,50.0,20.94,19.96,90.9,
vae_wgan_sample_357,50.0,19.95,19.96,89.91,
vae_wgan_sample_358,50.0,19.35,19.2,88.55,
vae_wgan_sample_359,50.0,19.36,19.92,89.28,
vae_wgan_sample_35,50.0,19.99,19.96,89.95,
vae_wgan_sample_360,50.0,4.7,19.96,74.66,
vae_wgan_sample_361,50.0,19.67,19.96,89.63,
vae_wgan_sample_362,50.0,21.32,19.96,91.28,
vae_wgan_sample_363,50.0,19.79,19.96,89.75,
vae_wgan_sample_364,50.0,20.05,19.92,89.97,
vae_wgan_sample_365,50.0,5.3,19.92,75.22,
vae_wgan_sample_366,50.0,4.9,19.92,74.82,
vae_wgan_sample_367,50.0,6.24,20,76.24,
vae_wgan_sample_368,50.0,6.02,19.92,75.94,
vae_wgan_sample_369,50.0,5.84,19.96,75.8,
vae_wgan_sample_36,50.0,5.27,19.92,75.19,
vae_wgan_sample_370,50.0,4.96,19.96,74.92,
vae_wgan_sample_371,50.0,19.53,19.92,89.45,
vae_wgan_sample_372,50.0,19.48,19.96,89.44,
vae_wgan_sample_373,50.0,19.49,19.92,89.41,
vae_wgan_sample_374,50.0,19.94,19.96,89.9,
vae_wgan_sample_375,50.0,19.85,19.92,89.77,
vae_wgan_sample_376,50.0,20.36,19.92,90.28,
vae_wgan_sample_377,50.0,20.83,19.96,90.79,
vae_wgan_sample_378,50.0,5.78,19.92,75.7,
vae_wgan_sample_379,50.0,20.78,20,90.78,
vae_wgan_sample_37,50.0,5.73,19.92,75.65,
vae_wgan_sample_380,50.0,5.02,20,75.02,
vae_wgan_sample_381,50.0,4.86,19.96,74.82,
vae_wgan_sample_382,50.0,3.83,19.64,73.47,
vae_wgan_sample_383,50.0,6.81,20,76.81,
vae_wgan_sample_384,50.0,5.53,19.92,75.45,
vae_wgan_sample_385,50.0,5.78,19.44,75.22,
vae_wgan_sample_386,50.0,5.72,19.88,75.6,
vae_wgan_sample_387,50.0,19.63,19.92,89.55,
vae_wgan_sample_388,50.0,5.46,19.12,74.58,
vae_wgan_sample_389,50.0,21.52,19.96,91.48,
vae_wgan_sample_38,50.0,5.91,19.96,75.87,
vae_wgan_sample_390,50.0,5.07,19.96,75.03,
vae_wgan_sample_391,50.0,5.97,19.8,75.77,
vae_wgan_sample_392,50.0,19.9,19.92,89.82,
vae_wgan_sample_393,50.0,6.1,19.96,76.06,
vae_wgan_sample_394,50.0,5.6,19.92,75.52,
vae_wgan_sample_395,50.0,20.92,19.96,90.88,
vae_wgan_sample_396,50.0,5.7,19.96,75.66,
vae_wgan_sample_397,50.0,5.5,19.84,75.34,
vae_wgan_sample_398,50.0,6.13,19.48,75.61,
vae_wgan_sample_399,50.0,19.33,19.92,89.25,
vae_wgan_sample_39,50.0,20.11,19.92,90.03,
vae_wgan_sample_3,50.0,19.89,19.92,89.81,
vae_wgan_sample_400,50.0,17.71,19.6,87.31,
vae_wgan_sample_401,50.0,3.25,19.72,72.97,
vae_wgan_sample_402,50.0,4.63,19.68,74.31,
vae_wgan_sample_403,50.0,17.54,19.72,87.26,
vae_wgan_sample_404,50.0,4.23,19.92,74.15,
